Course_ID,Course_Name,Skill_ID,Skill_Name,Course_Level,Estimated_Training_Cost_PKR,Expected_Productivity_Lift_pct,Expected_Time_to_Competency_Days,Target_Application_Adoption_pct,ROI_Evaluation_Window_Days,Assumption_Status,Assumption_Effective_Date
COURSE-S019-PRC,Applied Process Management,S019,Process Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S019-ADV,Advanced Process Management and Decision Practice,S019,Process Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S020-FND,SOP Compliance Fundamentals,S020,SOP Compliance,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S020-PRC,Applied SOP Compliance,S020,SOP Compliance,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S020-ADV,Advanced SOP Compliance and Decision Practice,S020,SOP Compliance,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S021-FND,Process Improvement Fundamentals,S021,Process Improvement,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S021-PRC,Applied Process Improvement,S021,Process Improvement,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S021-ADV,Advanced Process Improvement and Decision Practice,S021,Process Improvement,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S022-FND,Quality Control Fundamentals,S022,Quality Control,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S022-PRC,Applied Quality Control,S022,Quality Control,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S022-ADV,Advanced Quality Control and Decision Practice,S022,Quality Control,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S023-FND,Risk & Controls Fundamentals,S023,Risk & Controls,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S023-PRC,Applied Risk & Controls,S023,Risk & Controls,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S023-ADV,Advanced Risk & Controls and Decision Practice,S023,Risk & Controls,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S024-FND,Workflow Coordination Fundamentals,S024,Workflow Coordination,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S024-PRC,Applied Workflow Coordination,S024,Workflow Coordination,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S024-ADV,Advanced Workflow Coordination and Decision Practice,S024,Workflow Coordination,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S025-FND,Financial Analysis Fundamentals,S025,Financial Analysis,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S025-PRC,Applied Financial Analysis,S025,Financial Analysis,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S025-ADV,Advanced Financial Analysis and Decision Practice,S025,Financial Analysis,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S026-FND,Accounting & Reconciliation Fundamentals,S026,Accounting & Reconciliation,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S026-PRC,Applied Accounting & Reconciliation,S026,Accounting & Reconciliation,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S026-ADV,Advanced Accounting & Reconciliation and Decision Practice,S026,Accounting & Reconciliation,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S027-FND,Budgeting & Forecasting Fundamentals,S027,Budgeting & Forecasting,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S027-PRC,Applied Budgeting & Forecasting,S027,Budgeting & Forecasting,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S027-ADV,Advanced Budgeting & Forecasting and Decision Practice,S027,Budgeting & Forecasting,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S028-FND,Regulatory Reporting Fundamentals,S028,Regulatory Reporting,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S028-PRC,Applied Regulatory Reporting,S028,Regulatory Reporting,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S028-ADV,Advanced Regulatory Reporting and Decision Practice,S028,Regulatory Reporting,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S029-FND,Advanced Excel Fundamentals,S029,Advanced Excel,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S029-PRC,Applied Advanced Excel,S029,Advanced Excel,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S029-ADV,Advanced Advanced Excel and Decision Practice,S029,Advanced Excel,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S030-FND,Risk Analysis Fundamentals,S030,Risk Analysis,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S030-PRC,Applied Risk Analysis,S030,Risk Analysis,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S030-ADV,Advanced Risk Analysis and Decision Practice,S030,Risk Analysis,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S031-FND,Recruitment & Selection Fundamentals,S031,Recruitment & Selection,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S031-PRC,Applied Recruitment & Selection,S031,Recruitment & Selection,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S031-ADV,Advanced Recruitment & Selection and Decision Practice,S031,Recruitment & Selection,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S032-FND,HRIS & Employee Data Fundamentals,S032,HRIS & Employee Data,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S032-PRC,Applied HRIS & Employee Data,S032,HRIS & Employee Data,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S032-ADV,Advanced HRIS & Employee Data and Decision Practice,S032,HRIS & Employee Data,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S033-FND,Performance Management Fundamentals,S033,Performance Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S033-PRC,Applied Performance Management,S033,Performance Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S033-ADV,Advanced Performance Management and Decision Practice,S033,Performance Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S034-FND,Employee Relations Essentials,S034,Employee Relations,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S034-PRC,Employee Relations in Practice,S034,Employee Relations,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S034-ADV,Advanced Employee Relations for Professional Growth,S034,Employee Relations,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S035-FND,Learning & Development Fundamentals,S035,Learning & Development,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S035-PRC,Applied Learning & Development,S035,Learning & Development,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S035-ADV,Advanced Learning & Development and Decision Practice,S035,Learning & Development,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S036-FND,Payroll Administration Fundamentals,S036,Payroll Administration,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S036-PRC,Applied Payroll Administration,S036,Payroll Administration,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S036-ADV,Advanced Payroll Administration and Decision Practice,S036,Payroll Administration,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S037-FND,Customer Service Fundamentals,S037,Customer Service,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S037-PRC,Applied Customer Service,S037,Customer Service,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S037-ADV,Advanced Customer Service and Decision Practice,S037,Customer Service,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S038-FND,Complaint Resolution Essentials,S038,Complaint Resolution,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S038-PRC,Complaint Resolution in Practice,S038,Complaint Resolution,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S038-ADV,Advanced Complaint Resolution for Professional Growth,S038,Complaint Resolution,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S039-FND,Call Handling Fundamentals,S039,Call Handling,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S039-PRC,Applied Call Handling,S039,Call Handling,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S039-ADV,Advanced Call Handling and Decision Practice,S039,Call Handling,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S040-FND,SLA Management Fundamentals,S040,SLA Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S040-PRC,Applied SLA Management,S040,SLA Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S040-ADV,Advanced SLA Management and Decision Practice,S040,SLA Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S041-FND,Knowledge Base Management Fundamentals,S041,Knowledge Base Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S041-PRC,Applied Knowledge Base Management,S041,Knowledge Base Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S041-ADV,Advanced Knowledge Base Management and Decision Practice,S041,Knowledge Base Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S042-FND,Communication Essentials,S042,Communication,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S042-PRC,Communication in Practice,S042,Communication,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S042-ADV,Advanced Communication for Professional Growth,S042,Communication,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S043-FND,Teamwork Essentials,S043,Teamwork,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S043-PRC,Teamwork in Practice,S043,Teamwork,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S043-ADV,Advanced Teamwork for Professional Growth,S043,Teamwork,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S044-FND,Problem Solving Essentials,S044,Problem Solving,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S044-PRC,Problem Solving in Practice,S044,Problem Solving,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,S044,Problem Solving,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S045-FND,Stakeholder Management Essentials,S045,Stakeholder Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S045-PRC,Stakeholder Management in Practice,S045,Stakeholder Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S045-ADV,Advanced Stakeholder Management for Professional Growth,S045,Stakeholder Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S046-FND,Leadership Essentials,S046,Leadership,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S046-PRC,Leadership in Practice,S046,Leadership,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S046-ADV,Advanced Leadership for Professional Growth,S046,Leadership,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S047-FND,Coaching & Mentoring Essentials,S047,Coaching & Mentoring,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S047-PRC,Coaching & Mentoring in Practice,S047,Coaching & Mentoring,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S047-ADV,Advanced Coaching & Mentoring for Professional Growth,S047,Coaching & Mentoring,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S048-FND,Adaptability Essentials,S048,Adaptability,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S048-PRC,Adaptability in Practice,S048,Adaptability,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S048-ADV,Advanced Adaptability for Professional Growth,S048,Adaptability,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S049-FND,Data Analysis Fundamentals,S049,Data Analysis,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S049-PRC,Applied Data Analysis,S049,Data Analysis,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S049-ADV,Advanced Data Analysis and Decision Practice,S049,Data Analysis,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S050-FND,Project Management Essentials,S050,Project Management,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S050-PRC,Project Management in Practice,S050,Project Management,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S050-ADV,Advanced Project Management for Professional Growth,S050,Project Management,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S051-FND,Empathy & Active Listening Essentials,S051,Empathy & Active Listening,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S051-PRC,Empathy & Active Listening in Practice,S051,Empathy & Active Listening,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S051-ADV,Advanced Empathy & Active Listening for Professional Growth,S051,Empathy & Active Listening,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S052-FND,Time Management Essentials,S052,Time Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S052-PRC,Time Management in Practice,S052,Time Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S052-ADV,Advanced Time Management for Professional Growth,S052,Time Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S053-FND,Documentation Essentials,S053,Documentation,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S053-PRC,Documentation in Practice,S053,Documentation,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S053-ADV,Advanced Documentation for Professional Growth,S053,Documentation,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S054-FND,Clinical Assessment Foundations,S054,Clinical Assessment,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S054-PRC,Applied Clinical Assessment in Clinical Practice,S054,Clinical Assessment,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S054-ADV,Advanced Clinical Assessment and Patient Safety,S054,Clinical Assessment,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S055-FND,Patient Care Foundations,S055,Patient Care,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S055-PRC,Applied Patient Care in Clinical Practice,S055,Patient Care,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S055-ADV,Advanced Patient Care and Patient Safety,S055,Patient Care,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S056-FND,Clinical Documentation Foundations,S056,Clinical Documentation,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
